12489 60329 79 382 37077242 10000000
0 1 105000 0 0
0 2 200000 1 0
0 3 108240 100 0
4 5 1100 1 0
4 6 189822 1 0
7 8 50000 10000 0
7 9 50000 10000 0
7 10 100000 10000 0
7 11 2000000 10000 0
12 10 180000 0 0
4 10 280000 1 0
13 14 1600000 1015 0
0 15 500000 100 0
16 11 980000 750 0
17 18 1000000 1 0
0 19 100000 0 0
7 20 100000 1 0
7 21 70280 10000 0
7 22 29182 10000 0
12 23 92155 0 0
17 24 20000 1 0
17 24 30000 1 0
17 24 30000 1 0
17 24 20000 1 0
17 24 41000 1 0
17 24 30000 1 0
7 25 200000 10000 0
4 26 500000 1 0
26 4 500000 1 0
7 27 100000 10000 0
28 29 23495 2 0
12 25 200000 0 0
7 30 500000 10000 0
31 32 1337000 400 0
16 33 225524 750 0
28 34 350000 2 0
17 35 400000 1 0
31 35 700000 400 0
36 37 1000000 0 0
36 38 1000000 0 0
39 40 1000000 10 0
16 41 2000000 750 0
42 3 240000 112 0
12 43 46971 0 0
44 45 500000 187 0
46 47 145000 1 0
48 49 2000000 220 0
17 50 800000 1 0
51 37 1500000 10 0
28 45 1100000 2 0
16 52 562110 750 0
53 54 200000 500 0
7 55 32393 10000 0
28 42 1100000 2 0
42 28 1100000 2643 0
56 23 387705 100 0
7 57 16777215 300 0
28 57 16777215 2 0
7 58 202980 10000 0
31 59 900000 400 0
46 60 9000000 1 0
51 61 9000000 10 0
62 63 9000000 1597 0
51 64 9000000 10 0
44 65 16777215 187 0
28 66 16777215 2 0
67 68 16777215 600 0
36 69 16777215 0 0
44 70 16777215 187 0
51 63 16777215 10 0
45 71 16777215 500 0
44 63 16777215 187 0
72 73 16777215 486 0
44 66 16774818 187 0
51 59 11996158 10 0
74 37 900000 1000 0
45 59 16777215 500 0
45 60 16777215 500 0
45 57 16777215 500 0
45 75 16777215 500 0
45 76 16777215 500 0
45 61 16777215 500 0
45 70 16777215 500 0
51 77 16777215 10 0
12 69 6843913 0 0
48 78 13442752 223 0
79 78 16777215 1337 0
48 34 750000 235 0
0 80 100000 0 0
0 81 100000 100 0
0 82 100000 100 0
28 83 1100000 2 0
0 84 100000 100 0
0 85 100000 100 0
0 86 100000 100 0
0 87 100000 0 0
0 38 100000 0 0
0 88 100000 100 0
0 89 100000 100 0
0 90 100000 100 0
91 47 2000000 167 0
0 92 300000 1 0
0 93 300000 100 0
0 94 300000 0 0
91 95 1000000 167 0
12 96 284924 0 0
91 97 2000000 332 0
91 54 2000000 332 0
91 37 2000000 167 0
28 98 3300000 2 0
67 57 974307 2000 0
0 99 300000 100 0
28 64 2200000 2 0
100 59 86458 1 0
16 101 2000000 750 0
0 102 152153 100 0
103 104 250000 1 0
7 104 250000 10000 0
7 105 598751 10000 0
44 96 325188 187 0
51 106 1000000 10 0
0 107 4000000 100 0
108 41 1000000 1 0
51 109 550000 50 0
0 110 100000 100 0
12 111 496670 0 0
7 112 999342 10000 0
12 113 1200000 0 0
56 114 1000000 100 0
42 115 2500000 9 0
0 116 3456789 1 0
91 98 2000000 332 0
0 117 300000 100 0
0 118 300000 100 0
0 119 1000000 1 0
0 14 300000 0 0
0 120 300000 0 0
7 121 100000 10000 0
51 122 740929 10 0
0 123 300000 100 0
0 11 300000 100 0
124 33 2000000 100 0
0 125 522000 100 0
0 126 300000 1 0
0 127 300000 1 0
44 0 300000 187 0
0 44 300000 0 0
74 128 1000000 1000 0
0 129 300000 0 0
12 130 5000000 0 0
42 131 500000 451063 0
132 133 5000000 500 0
91 67 400000 167 0
67 91 400000 23 0
4 134 591043 1 0
51 135 1000000 10 0
0 136 306395 0 0
16 51 900000 750 0
51 16 900000 10 0
0 137 337221 0 0
53 60 9000000 500 0
28 68 6656339 2 0
0 138 332438 0 0
79 37 7000000 1337 0
79 60 9000000 1337 0
45 78 9000000 500 0
0 139 333309 100 0
140 141 300000 10 0
0 142 300000 1 0
0 143 305531 100 0
42 144 500000 11644 0
91 144 500000 167 0
103 144 500000 1 0
91 144 500000 167 0
0 145 160000 0 0
56 41 16777215 100 0
42 95 500000 10050 0
146 96 335429 4 0
132 68 9000000 500 0
7 147 100000 10000 0
28 144 500000 2 0
16 148 1000000 750 0
103 59 9000000 1 0
103 124 400000 1 0
124 103 400000 100 0
51 144 500000 10 0
103 37 1000000 1 0
79 149 300000 1337 0
0 70 363283 1 0
7 150 999110 10000 0
132 64 9000000 500 0
151 152 3000000 100 0
42 120 500000 0 0
56 153 300000 100 0
0 154 500000 100 0
7 155 400000 10000 0
0 156 1500000 100 0
51 157 9000000 10 0
151 152 4000000 2 0
158 37 2000000 700 0
159 83 1000000 230 0
0 160 300000 100 0
151 161 100000 50 0
161 151 100000 39 0
162 65 2000000 7 0
162 93 2000000 7 0
162 76 9000000 7 0
162 163 9000000 7 0
140 57 2000000 10 0
158 70 2000000 125 0
159 70 2000000 230 0
164 73 2000000 2500 0
31 76 2000000 400 0
161 165 100000 10 0
45 166 5000000 500 0
0 47 340022 1 0
151 167 4000000 10 0
162 168 800000 7 0
162 37 1950000 7 0
12 169 900000 0 0
0 170 369669 1 0
103 76 2990000 1 0
28 77 715003 2 0
51 60 1024959 10 0
103 163 2990000 1 0
51 66 1024959 10 0
171 73 500000 600 0
103 126 2990000 1 0
103 66 2990000 1 0
103 73 2990000 1 0
51 65 1024959 10 0
103 77 2990000 1 0
151 61 500000 50 0
28 61 715003 2 0
151 63 500000 50 0
103 78 2990000 1 0
51 71 1024959 10 0
124 172 117484 100 0
159 173 1000000 230 0
44 60 8580433 187 0
51 57 1024959 10 0
51 78 1024959 10 0
44 174 8580433 187 0
103 64 2990000 1 0
103 174 2990000 1 0
44 77 8580433 187 0
51 68 1024959 10 0
100 132 400000 1 0
132 100 400000 500 0
162 175 100000 7 0
51 176 100000 10 0
51 177 100000 10 0
0 178 1000000 1 0
42 114 125000 48 0
7 179 232362 50 0
28 76 540468 2 0
28 69 540468 2 0
48 180 8388608 217 0
51 181 2500000 10 0
28 182 12000000 2 0
0 183 313653 0 0
162 133 5000000 7 0
184 185 1000000 0 0
28 71 540902 2 0
91 186 2000000 167 0
0 187 358798 1 0
0 168 374406 100 0
188 66 202359 209 0
42 189 125000 48 0
51 190 139695 10 0
191 70 900000 0 0
0 192 362745 0 0
0 193 331687 100 0
0 194 335646 1 0
195 196 20000 0 0
51 197 23844 10 0
51 198 600000 10 0
42 14 125000 48 0
140 83 300000 10 0
0 199 485000 100 0
0 200 349674 100 0
103 93 1000000 1 0
191 51 500000 0 0
51 191 500000 10 0
42 201 1500000 9 0
202 42 125000 0 0
42 202 125000 48 0
7 203 1000000 10000 0
204 57 3000000 10 0
132 78 3000000 500 0
204 71 3000000 10 0
205 77 5000000 1 0
132 77 5000000 500 0
132 73 5000000 500 0
0 34 354421 100 0
0 92 334371 0 0
204 34 5000000 5 0
13 34 5000000 1463 0
132 71 5000000 500 0
171 126 500000 1145 0
103 57 704609 1 0
44 57 8580433 187 0
103 68 704609 1 0
103 69 704609 1 0
103 75 572321 1 0
171 77 500000 3247 0
103 70 704609 1 0
171 71 500000 600 0
171 61 500000 600 0
103 65 3000000 1 0
0 29 1161640 100 0
171 189 100000 38 0
103 136 1000000 1 0
132 70 3000000 500 0
26 42 345288 1 0
42 26 345288 66727 0
0 206 328919 100 0
0 207 339382 100 0
204 201 1500000 250 0
204 208 2505000 250 0
53 168 280000 500 0
0 209 337796 100 0
74 189 100000 1000 0
100 0 355606 1 0
0 100 355606 100 0
210 69 3000000 450 0
132 75 3000000 500 0
7 211 32214 10000 0
132 126 3000000 500 0
212 63 3000000 1 0
212 126 3000000 1 0
213 71 5000000 1 0
212 75 3000000 1 0
212 69 3000000 1 0
42 214 125000 48 0
213 64 5000000 1 0
132 61 5000000 500 0
51 215 250000 10 0
216 153 500000 15 0
0 217 344409 0 0
51 218 91955 10 0
204 219 6000000 800 0
0 220 307090 100 0
7 221 1499442 10000 0
0 18 353264 0 0
13 95 1000000 1010 0
0 222 307678 100 0
4 75 3000000 1 0
0 223 400000 100 0
68 224 10000000 0 0
224 68 10000000 0 0
212 68 10000000 1 0
